Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
2010,Vancouver,Skiing,Cross Country Skiing,Tim Tscharnke,GER,Men,Team Sprint,Silver,Germany
2010,Vancouver,Skiing,Cross Country Skiing,Claudia Nystad,GER,Women,Team Sprint,Gold,Germany
2010,Vancouver,Skiing,Cross Country Skiing,Evi Sachenbacher-Stehle,GER,Women,Team Sprint,Gold,Germany
2010,Vancouver,Skiing,Nordic Combined,Tino Edelmann,GER,Men,"Team, 4X5 KM",Bronze,Germany
2010,Vancouver,Skiing,Nordic Combined,Eric Frenzel,GER,Men,"Team, 4X5 KM",Bronze,Germany
2010,Vancouver,Skiing,Nordic Combined,Bjoern Kircheisen,GER,Men,"Team, 4X5 KM",Bronze,Germany
2010,Vancouver,Skiing,Nordic Combined,Johannes Rydzek,GER,Men,"Team, 4X5 KM",Bronze,Germany
2010,Vancouver,Skiing,Ski Jumping,Michael Neumayer,GER,Men,K120 Team (90M),Silver,Germany
2010,Vancouver,Skiing,Ski Jumping,Martin Schmitt,GER,Men,K120 Team (90M),Silver,Germany
2010,Vancouver,Skiing,Ski Jumping,Michael Uhrmann,GER,Men,K120 Team (90M),Silver,Germany
2010,Vancouver,Skiing,Ski Jumping,Andreas Wank,GER,Men,K120 Team (90M),Silver,Germany
2014,Sochi,Biathlon,Biathlon,Erik Lesser,GER,Men,20KM,Silver,Germany
2014,Sochi,Biathlon,Biathlon,Daniel Boehm,GER,Men,4X7.5KM Relay,Silver,Germany
2014,Sochi,Biathlon,Biathlon,Erik Lesser,GER,Men,4X7.5KM Relay,Silver,Germany
2014,Sochi,Biathlon,Biathlon,Arnd Peiffer,GER,Men,4X7.5KM Relay,Silver,Germany
2014,Sochi,Biathlon,Biathlon,Simon Schempp,GER,Men,4X7.5KM Relay,Silver,Germany
2014,Sochi,Luge,Luge,Tobias Arlt,GER,Men,Doubles,Gold,Germany
2014,Sochi,Luge,Luge,Tobias Wendl,GER,Men,Doubles,Gold,Germany
2014,Sochi,Luge,Luge,Tobias Arlt,GER,Men,Mixed Relay,Gold,Germany
2014,Sochi,Luge,Luge,Felix Loch,GER,Men,Mixed Relay,Gold,Germany
2014,Sochi,Luge,Luge,Tobias Wendl,GER,Men,Mixed Relay,Gold,Germany
2014,Sochi,Luge,Luge,Felix Loch,GER,Men,Singles,Gold,Germany
2014,Sochi,Luge,Luge,Natalie Geisenberger,GER,Women,Mixed Relay,Gold,Germany
2014,Sochi,Luge,Luge,Natalie Geisenberger,GER,Women,Singles,Gold,Germany
2014,Sochi,Luge,Luge,Tatjana Huefner,GER,Women,Singles,Silver,Germany
2014,Sochi,Skating,Figure skating,Robin Szolkowy,GER,Men,Pairs,Bronze,Germany
2014,Sochi,Skating,Figure skating,Aliona Savchenko,GER,Women,Pairs,Bronze,Germany
2014,Sochi,Skiing,Alpine Skiing,Viktoria Rebensburg,GER,Women,Giant Slalom,Bronze,Germany
2014,Sochi,Skiing,Alpine Skiing,Maria Hoefl-Riesch,GER,Women,Super Combined,Gold,Germany
2014,Sochi,Skiing,Alpine Skiing,Maria Hoefl-Riesch,GER,Women,Super-G,Silver,Germany
2014,Sochi,Skiing,Cross Country Skiing,Stefanie Boehler,GER,Women,4X5KM Relay,Bronze,Germany
2014,Sochi,Skiing,Cross Country Skiing,Nicole Fessel,GER,Women,4X5KM Relay,Bronze,Germany
2014,Sochi,Skiing,Cross Country Skiing,Denise Herrmann,GER,Women,4X5KM Relay,Bronze,Germany
2014,Sochi,Skiing,Cross Country Skiing,Claudia Nystad,GER,Women,4X5KM Relay,Bronze,Germany
2014,Sochi,Skiing,Nordic Combined,Eric Frenzel,GER,Men,Ind. K90 (70M),Gold,Germany
2014,Sochi,Skiing,Nordic Combined,Fabian Riessle,GER,Men,Sprint K120,Bronze,Germany
2014,Sochi,Skiing,Nordic Combined,Eric Frenzel,GER,Men,"Team, 4X5 KM",Silver,Germany
2014,Sochi,Skiing,Nordic Combined,Bjoern Kircheisen,GER,Men,"Team, 4X5 KM",Silver,Germany
2014,Sochi,Skiing,Nordic Combined,Fabian Riessle,GER,Men,"Team, 4X5 KM",Silver,Germany
2014,Sochi,Skiing,Nordic Combined,Johannes Rydzek,GER,Men,"Team, 4X5 KM",Silver,Germany
2014,Sochi,Skiing,Ski Jumping,Severin Freund,GER,Men,Teams,Gold,Germany
2014,Sochi,Skiing,Ski Jumping,Marinus Kraus,GER,Men,Teams,Gold,Germany
2014,Sochi,Skiing,Ski Jumping,Andreas Wank,GER,Men,Teams,Gold,Germany
2014,Sochi,Skiing,Ski Jumping,Andreas Wellinger,GER,Men,Teams,Gold,Germany
2014,Sochi,Skiing,Ski Jumping,Carina Vogt,GER,Women,K90 Individual,Gold,Germany
2014,Sochi,Skiing,Snowboard,Anke Karstens,GER,Women,Parallel Slalom,Silver,Germany
2014,Sochi,Skiing,Snowboard,Amelie Kober,GER,Women,Parallel Slalom,Bronze,Germany
1932,Lake Placid,Skating,Figure skating,Emilia Rotter,HUN,Women,Pairs,Bronze,Hungary
1932,Lake Placid,Skating,Figure skating,Laszlo Szollas,HUN,Men,Pairs,Bronze,Hungary
1936,Garmisch Partenkirchen,Skating,Figure skating,Emilia Rotter,HUN,Women,Pairs,Bronze,Hungary
1936,Garmisch Partenkirchen,Skating,Figure skating,Laszlo Szollas,HUN,Men,Pairs,Bronze,Hungary
1948,St.Moritz,Skating,Figure skating,Andrea Kekessy,HUN,Women,Pairs,Silver,Hungary
1948,St.Moritz,Skating,Figure skating,Ede Kiraly,HUN,Men,Pairs,Silver,Hungary
1952,Oslo,Skating,Figure skating,Laszlo Nagy,HUN,Men,Pairs,Bronze,Hungary
1952,Oslo,Skating,Figure skating,Marianna Nagy,HUN,Women,Pairs,Bronze,Hungary
1956,Cortina d'Ampezzo,Skating,Figure skating,Laszlo Nagy,HUN,Men,Pairs,Bronze,Hungary
1956,Cortina d'Ampezzo,Skating,Figure skating,Marianna Nagy,HUN,Women,Pairs,Bronze,Hungary
1980,Lake Placid,Skating,Figure skating,Krisztina Regöczy,HUN,Women,Ice Dancing,Silver,Hungary
1980,Lake Placid,Skating,Figure skating,Andras Sallay,HUN,Men,Ice Dancing,Silver,Hungary
1948,St.Moritz,Bobsleigh,Skeleton,Nino Bibbia,ITA,Men,Individual,Gold,Italy
1952,Oslo,Skiing,Alpine Skiing,Zeno Colo,ITA,Men,Downhill,Gold,Italy
1952,Oslo,Skiing,Alpine Skiing,Giuliana Minuzzo Chenal,ITA,Women,Downhill,Bronze,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Renzo Alvera,ITA,Men,Four-Man,Silver,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Ulrico Girardi,ITA,Men,Four-Man,Silver,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Renato Mocellini,ITA,Men,Four-Man,Silver,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Four-Man,Silver,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Giacomo Conti,ITA,Men,Two-Man,Gold,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Lamberto Dalla Costa,ITA,Men,Two-Man,Gold,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Renzo Alvera,ITA,Men,Two-Man,Silver,Italy
1956,Cortina d'Ampezzo,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Two-Man,Silver,Italy
1960,Squaw Valley,Skiing,Alpine Skiing,Giuliana Minuzzo Chenal,ITA,Women,Giant Slalom,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Four-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Benito Rigoni,ITA,Men,Four-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Gildo Siorpaes,ITA,Men,Four-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Sergio Siorpaes,ITA,Men,Four-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Two-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Sergio Siorpaes,ITA,Men,Two-Man,Bronze,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Romano Bonagura,ITA,Men,Two-Man,Silver,Italy
1964,Innsbruck,Bobsleigh,Bobsleigh,Sergio Zardini,ITA,Men,Two-Man,Silver,Italy
1964,Innsbruck,Luge,Luge,Walter Aussendorfer,ITA,Men,Doubles,Bronze,Italy
1964,Innsbruck,Luge,Luge,Sigisfredo Mair,ITA,Men,Doubles,Bronze,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Mario Armano,ITA,Men,Four-Man,Gold,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Luciano De Paolis,ITA,Men,Four-Man,Gold,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Four-Man,Gold,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Roberto Zandonella,ITA,Men,Four-Man,Gold,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Luciano De Paolis,ITA,Men,Two-Man,Gold,Italy
1968,Grenoble,Bobsleigh,Bobsleigh,Eugenio Monti,ITA,Men,Two-Man,Gold,Italy
1968,Grenoble,Luge,Luge,Erica Lechner,ITA,Women,Singles,Gold,Italy
1968,Grenoble,Skiing,Cross Country Skiing,Franco Nones,ITA,Men,30KM Mass Start,Gold,Italy
1972,Sapporo,Bobsleigh,Bobsleigh,Gianni Bonichon,ITA,Men,Four-Man,Silver,Italy
1972,Sapporo,Bobsleigh,Bobsleigh,Corrado Dal Fabbro,ITA,Men,Four-Man,Silver,Italy
1972,Sapporo,Bobsleigh,Bobsleigh,Nevio De Zordo,ITA,Men,Four-Man,Silver,Italy
1972,Sapporo,Bobsleigh,Bobsleigh,Adriano Frassinelli,ITA,Men,Four-Man,Silver,Italy
1972,Sapporo,Luge,Luge,Paul Hildgartner,ITA,Men,Doubles,Gold,Italy
1972,Sapporo,Luge,Luge,Walter Plaikner,ITA,Men,Doubles,Gold,Italy
1972,Sapporo,Skiing,Alpine Skiing,Gustavo Thöni,ITA,Men,Giant Slalom,Gold,Italy
1972,Sapporo,Skiing,Alpine Skiing,Rolando Thöni,ITA,Men,Slalom,Bronze,Italy
1972,Sapporo,Skiing,Alpine Skiing,Gustavo Thöni,ITA,Men,Slalom,Silver,Italy
1976,Innsbruck,Skiing,Alpine Skiing,Herbert Plank,ITA,Men,Downhill,Bronze,Italy
1976,Innsbruck,Skiing,Alpine Skiing,Piero Gros,ITA,Men,Slalom,Gold,Italy
1976,Innsbruck,Skiing,Alpine Skiing,Gustavo Thöni,ITA,Men,Slalom,Silver,Italy
1976,Innsbruck,Skiing,Alpine Skiing,Claudia Giordani,ITA,Women,Slalom,Silver,Italy
1980,Lake Placid,Luge,Luge,Karl Brunner,ITA,Men,Doubles,Silver,Italy
1980,Lake Placid,Luge,Luge,Peter Gschnitzer,ITA,Men,Doubles,Silver,Italy
1980,Lake Placid,Luge,Luge,Paul Hildgartner,ITA,Men,Singles,Silver,Italy
1984,Sarajevo,Luge,Luge,Paul Hildgartner,ITA,Men,Singles,Gold,Italy
1984,Sarajevo,Skiing,Alpine Skiing,Paoletta Magoni,ITA,Women,Slalom,Gold,Italy
1988,Calgary,Biathlon,Biathlon,Johann Passler,ITA,Men,20KM,Bronze,Italy
1988,Calgary,Biathlon,Biathlon,Werner Kiem,ITA,Men,4X7.5KM Relay,Bronze,Italy
1988,Calgary,Biathlon,Biathlon,Johann Passler,ITA,Men,4X7.5KM Relay,Bronze,Italy
1988,Calgary,Biathlon,Biathlon,Gottlieb Taschler,ITA,Men,4X7.5KM Relay,Bronze,Italy
1988,Calgary,Biathlon,Biathlon,Andreas Zingerle,ITA,Men,4X7.5KM Relay,Bronze,Italy
1988,Calgary,Skiing,Alpine Skiing,Alberto Tomba,ITA,Men,Giant Slalom,Gold,Italy
1988,Calgary,Skiing,Alpine Skiing,Alberto Tomba,ITA,Men,Slalom,Gold,Italy
1988,Calgary,Skiing,Cross Country Skiing,Maurilio De Zolt,ITA,Men,50KM,Silver,Italy
1992,Albertville,Luge,Luge,Norbert Huber,ITA,Men,Doubles,Bronze,Italy
1992,Albertville,Luge,Luge,Hansjörg Raffl,ITA,Men,Doubles,Bronze,Italy
1992,Albertville,Skiing,Alpine Skiing,Josef Polig,ITA,Men,Alpine Combined,Gold,Italy
1992,Albertville,Skiing,Alpine Skiing,Gianfranco Martin,ITA,Men,Alpine Combined,Silver,Italy
1992,Albertville,Skiing,Alpine Skiing,Alberto Tomba,ITA,Men,Giant Slalom,Gold,Italy
1992,Albertville,Skiing,Alpine Skiing,Alberto Tomba,ITA,Men,Slalom,Silver,Italy
1992,Albertville,Skiing,Alpine Skiing,Deborah Compagnoni,ITA,Women,Super-G,Gold,Italy
1992,Albertville,Skiing,Cross Country Skiing,Marco Albarello,ITA,Men,10KM Pursuit,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,30KM,Gold,Italy
1992,Albertville,Skiing,Cross Country Skiing,Marco Albarello,ITA,Men,4X10KM Relay,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Silvio Fauner,ITA,Men,4X10KM Relay,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Giuseppe Pulie,ITA,Men,4X10KM Relay,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Giorgio Vanzetta,ITA,Men,4X10KM Relay,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,4X5KM Relay,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,4X5KM Relay,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Gabriella Paruzzi,ITA,Women,4X5KM Relay,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Bice Vanzetta,ITA,Women,4X5KM Relay,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Giorgio Vanzetta,ITA,Men,50KM,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Maurilio De Zolt,ITA,Men,50KM,Silver,Italy
1992,Albertville,Skiing,Cross Country Skiing,Giorgio Vanzetta,ITA,Men,Combined 10KM + 15KM Pursuit,Bronze,Italy
1992,Albertville,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,Combined 5KM + 10KM Pursuit,Silver,Italy
1994,Lillehammer,Bobsleigh,Bobsleigh,Guenther Huber,ITA,Men,Two-Man,Bronze,Italy
1994,Lillehammer,Bobsleigh,Bobsleigh,Stefano Ticci,ITA,Men,Two-Man,Bronze,Italy
1994,Lillehammer,Luge,Luge,Kurt Brugger,ITA,Men,Doubles,Gold,Italy
1994,Lillehammer,Luge,Luge,Wilfried Huber,ITA,Men,Doubles,Gold,Italy
1994,Lillehammer,Luge,Luge,Norbert Huber,ITA,Men,Doubles,Silver,Italy
1994,Lillehammer,Luge,Luge,Hansjörg Raffl,ITA,Men,Doubles,Silver,Italy
1994,Lillehammer,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Bronze,Italy
1994,Lillehammer,Luge,Luge,Gerda Weissensteiner,ITA,Women,Singles,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Maurizio Carnino,ITA,Men,5000M Relay,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Diego Cattani,ITA,Men,5000M Relay,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Orazio Fagone,ITA,Men,5000M Relay,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Hugo Herrnhof,ITA,Men,5000M Relay,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Mirko Vuillermin,ITA,Men,5000M Relay,Gold,Italy
1994,Lillehammer,Skating,Short Track Speed Skating,Mirko Vuillermin,ITA,Men,500M,Silver,Italy
1994,Lillehammer,Skiing,Alpine Skiing,Isolde Kostner,ITA,Women,Downhill,Bronze,Italy
1994,Lillehammer,Skiing,Alpine Skiing,Deborah Compagnoni,ITA,Women,Giant Slalom,Gold,Italy
1994,Lillehammer,Skiing,Alpine Skiing,Alberto Tomba,ITA,Men,Slalom,Silver,Italy
1994,Lillehammer,Skiing,Alpine Skiing,Isolde Kostner,ITA,Women,Super-G,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Marco Albarello,ITA,Men,10KM Pursuit,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,15KM Mass Start,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,30KM,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Marco Albarello,ITA,Men,4X10KM Relay,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Maurilio De Zolt,ITA,Men,4X10KM Relay,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Silvio Fauner,ITA,Men,4X10KM Relay,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Giorgio Vanzetta,ITA,Men,4X10KM Relay,Gold,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,4X5KM Relay,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,4X5KM Relay,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Gabriella Paruzzi,ITA,Women,4X5KM Relay,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Bice Vanzetta,ITA,Women,4X5KM Relay,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,5KM,Silver,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Silvio Fauner,ITA,Men,Combined 10KM + 15KM Pursuit,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,Combined 5KM + 10KM Pursuit,Bronze,Italy
1994,Lillehammer,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,Combined 5KM + 10KM Pursuit,Silver,Italy
1998,Nagano,Biathlon,Biathlon,Pier Alberto Carrara,ITA,Men,20KM,Silver,Italy
1998,Nagano,Bobsleigh,Bobsleigh,Guenther Huber,ITA,Men,Two-Man,Gold,Italy
1998,Nagano,Bobsleigh,Bobsleigh,Antonio Tartaglia,ITA,Men,Two-Man,Gold,Italy
1998,Nagano,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Silver,Italy
1998,Nagano,Skiing,Alpine Skiing,Deborah Compagnoni,ITA,Women,Giant Slalom,Gold,Italy
1998,Nagano,Skiing,Alpine Skiing,Deborah Compagnoni,ITA,Women,Slalom,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,30KM,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Silvio Fauner,ITA,Men,30KM Mass Start,Bronze,Italy
1998,Nagano,Skiing,Cross Country Skiing,Marco Albarello,ITA,Men,4X10KM Relay,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Silvio Fauner,ITA,Men,4X10KM Relay,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Fabio May,ITA,Men,4X10KM Relay,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Fulvio Valbusa,ITA,Men,4X10KM Relay,Silver,Italy
1998,Nagano,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,4X5KM Relay,Bronze,Italy
1998,Nagano,Skiing,Cross Country Skiing,Manuela Di Centa,ITA,Women,4X5KM Relay,Bronze,Italy
1998,Nagano,Skiing,Cross Country Skiing,Karin Moroder,ITA,Women,4X5KM Relay,Bronze,Italy
1998,Nagano,Skiing,Cross Country Skiing,Gabriella Paruzzi,ITA,Women,4X5KM Relay,Bronze,Italy
1998,Nagano,Skiing,Snowboard,Thomas Prugger,ITA,Men,Giant-Slalom,Silver,Italy
2002,Salt Lake City,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Gold,Italy
2002,Salt Lake City,Skating,Figure skating,Barbara Fusar Poli,ITA,Women,Ice Dancing,Bronze,Italy
2002,Salt Lake City,Skating,Figure skating,Maurizio Margaglio,ITA,Men,Ice Dancing,Bronze,Italy
2002,Salt Lake City,Skating,Short Track Speed Skating,Michele Antonioli,ITA,Men,5000M Relay,Silver,Italy
2002,Salt Lake City,Skating,Short Track Speed Skating,Maurizio Carnino,ITA,Men,5000M Relay,Silver,Italy
2002,Salt Lake City,Skating,Short Track Speed Skating,Fabio Carta,ITA,Men,5000M Relay,Silver,Italy
2002,Salt Lake City,Skating,Short Track Speed Skating,Nicola Franceschina,ITA,Men,5000M Relay,Silver,Italy
2002,Salt Lake City,Skating,Short Track Speed Skating,Nicola Rodigari,ITA,Men,5000M Relay,Silver,Italy
2002,Salt Lake City,Skiing,Alpine Skiing,Isolde Kostner,ITA,Women,Downhill,Silver,Italy
2002,Salt Lake City,Skiing,Alpine Skiing,Karen Putzer,ITA,Women,Super-G,Bronze,Italy
2002,Salt Lake City,Skiing,Alpine Skiing,Daniela Ceccarelli,ITA,Women,Super-G,Gold,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,10KM,Bronze,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,15KM Mass Start,Gold,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Gabriella Paruzzi,ITA,Women,30KM,Gold,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Stefania Belmondo,ITA,Women,30KM,Silver,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Giorgio Di Centa,ITA,Men,4X10KM Relay,Silver,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Fabio Maj,ITA,Men,4X10KM Relay,Silver,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Pietro Piller Cottrer,ITA,Men,4X10KM Relay,Silver,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Cristian Zorzi,ITA,Men,4X10KM Relay,Silver,Italy
2002,Salt Lake City,Skiing,Cross Country Skiing,Cristian Zorzi,ITA,Men,Sprint 1.5KM,Bronze,Italy
2002,Salt Lake City,Skiing,Snowboard,Lidia Trettel,ITA,Women,Giant Parallel Slalom,Bronze,Italy
2006,Turin,Bobsleigh,Bobsleigh,Jennifer Isacco,ITA,Women,Two-Man,Bronze,Italy
2006,Turin,Bobsleigh,Bobsleigh,Gerda Weissensteiner,ITA,Women,Two-Man,Bronze,Italy
2006,Turin,Luge,Luge,Oswald Haselrieder,ITA,Men,Doubles,Bronze,Italy
2006,Turin,Luge,Luge,Gerhard Plankensteiner,ITA,Men,Doubles,Bronze,Italy
2006,Turin,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Gold,Italy
2006,Turin,Skating,Short Track Speed Skating,Marta Capurso,ITA,Women,3000M Relay,Bronze,Italy
2006,Turin,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,3000M Relay,Bronze,Italy
2006,Turin,Skating,Short Track Speed Skating,Katia Zini,ITA,Women,3000M Relay,Bronze,Italy
2006,Turin,Skating,Short Track Speed Skating,Mara Zini,ITA,Women,3000M Relay,Bronze,Italy
2006,Turin,Skating,Speed skating,Enrico Fabris,ITA,Men,1500M,Gold,Italy
2006,Turin,Skating,Speed skating,Enrico Fabris,ITA,Men,5000M,Bronze,Italy
2006,Turin,Skating,Speed skating,Matteo Anesi,ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,Stefano Donagrandi,ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,Enrico Fabris,ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skating,Speed skating,Ippolito Sanfratello,ITA,Men,Team Pursuit,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Giorgio Di Centa,ITA,Men,4X10KM Relay,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Pietro Piller Cottrer,ITA,Men,4X10KM Relay,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Fulvio Valbusa,ITA,Men,4X10KM Relay,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Cristian Zorzi,ITA,Men,4X10KM Relay,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Antonella Confortola,ITA,Women,4X5KM Relay,Bronze,Italy
2006,Turin,Skiing,Cross Country Skiing,Arianna Follis,ITA,Women,4X5KM Relay,Bronze,Italy
2006,Turin,Skiing,Cross Country Skiing,Gabriella Paruzzi,ITA,Women,4X5KM Relay,Bronze,Italy
2006,Turin,Skiing,Cross Country Skiing,Sabina Valbusa,ITA,Women,4X5KM Relay,Bronze,Italy
2006,Turin,Skiing,Cross Country Skiing,Giorgio Di Centa,ITA,Men,50KM,Gold,Italy
2006,Turin,Skiing,Cross Country Skiing,Pietro Piller Cottrer,ITA,Men,Combined 15 + 15KM Mass Start,Bronze,Italy
2010,Vancouver,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Bronze,Italy
2010,Vancouver,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,500M,Bronze,Italy
2010,Vancouver,Skiing,Alpine Skiing,Giuliano Razzoli,ITA,Men,Slalom,Gold,Italy
2010,Vancouver,Skiing,Cross Country Skiing,Pietro Piller Cottrer,ITA,Men,15KM,Silver,Italy
2010,Vancouver,Skiing,Nordic Combined,Alessandro Pittin,ITA,Men,"Individual, Ski Jumping K90 (70M)",Bronze,Italy
2014,Sochi,Biathlon,Biathlon,Lukas Hofer,ITA,Men,Relay Mix,Bronze,Italy
2014,Sochi,Biathlon,Biathlon,Dominik Windisch,ITA,Men,Relay Mix,Bronze,Italy
2014,Sochi,Biathlon,Biathlon,Karin Oberhofer,ITA,Women,Relay Mix,Bronze,Italy
2014,Sochi,Biathlon,Biathlon,Dorothea Wierer,ITA,Women,Relay Mix,Bronze,Italy
2014,Sochi,Luge,Luge,Armin Zoeggeler,ITA,Men,Singles,Bronze,Italy
2014,Sochi,Skating,Figure skating,Carolina Kostner,ITA,Women,Individual,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,1500M,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,3000M Relay,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Lucia Peretti,ITA,Women,3000M Relay,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Martina Valcepina,ITA,Women,3000M Relay,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Elena Viviani,ITA,Women,3000M Relay,Bronze,Italy
2014,Sochi,Skating,Short Track Speed Skating,Arianna Fontana,ITA,Women,500M,Silver,Italy
2014,Sochi,Skiing,Alpine Skiing,Christof Innerhofer,ITA,Men,Downhill,Silver,Italy
2014,Sochi,Skiing,Alpine Skiing,Christof Innerhofer,ITA,Men,Super Combined,Bronze,Italy
1952,Oslo,Skating,Speed skating,Cornelis Broekman,NED,Men,10000M,Silver,Netherlands
1952,Oslo,Skating,Speed skating,Willem Van Der Voort,NED,Men,1500M,Silver,Netherlands
1952,Oslo,Skating,Speed skating,Cornelis Broekman,NED,Men,5000M,Silver,Netherlands
1960,Squaw Valley,Skating,Figure skating,Sjoukje Dijkstra,NED,Women,Individual,Silver,Netherlands
1960,Squaw Valley,Skating,Speed skating,Janis Pesman,NED,Men,5000M,Bronze,Netherlands
